name,address1,cate_gories
MAISON 10,"4 West 29th St, New York, NY, 10001","Accessories, Gift Shops, Candle Stores"
Virgil Films and Entertainment,"237 Centre St, New York, NY, 10013",Music & DVDs
BAO Tea House - Greenwich,"140 West 4th St, New York, NY, 10012","Tea Rooms, Bakeries, Desserts"
Logos Bookstore,"1575 York Ave, New York, NY, 10028","Cards & Stationery, Bookstores"
Jalopy Theatre And School of Music,"315 Columbia St, Brooklyn, NY, 11231","Performing Arts, Musical Instruments & Teachers"
Kinokuniya Bookstore - New York,"1073 Ave Of The Americas, New York, NY, 10018","Bookstores, Cards & Stationery, Gift Shops"
Galliard Music Inc,"176 E 81st St, New York, NY, 10028","Private Tutors, Musical Instruments & Teachers"
Goldman McCormick PR,"42 Broadway, New York, NY, 10004",Public Relations
The Alcove,"41-11 49th St, Sunnyside, NY, 11104","Gastropubs, Tapas Bars, Breakfast & Brunch"
The Agency - New York,"7 W 18th St, New York, NY, 10011","Real Estate Agents, Real Estate Services"
Remsen Graphics,"52 Court St, Brooklyn, NY, 11201","Printing Services, Graphic Design, Bookbinding"
MartyB Handyman,", New York, NY, 10019","Carpenters, Painters, Furniture Assembly"
The Dating Academy,"200 Broadway, New York, NY, 10038",Life Coach
Cleany Cleaning Services,"5 West 37th St, New York, NY, 10018","Home Cleaning, Office Cleaning"
The Alementary Brewing,"58 Voorhis Ln, Hackensack, NJ, 07601","Beer Bar, Breweries"
Alfalfa Studio,"247 Ctr St, New York, NY, 10013",Graphic Design
K&R Stucco Designer,"8602 Park Ln S, Queens, NY, 11418","Roofing, Stucco Services, Masonry/Concrete"
New York Public Library,"455 Fifth Ave, New York, NY, 10016",Libraries
Setsugekka East Village,"74 E 7th St, New York, NY, 10003",Tea Rooms
MUJI,"455 Broadway, New York, NY, 10013","Fashion, Cards & Stationery"
Putnam's Pub & Cooker,"419 Myrtle Ave, Brooklyn, NY, 11205","Gastropubs, American (New), Pubs"
Unoppressive Non-Imperialist Bargain Books,"34 Carmine St, New York, NY, 10014",Bookstores
Izakaya NoMad,"13 W 26th St, New York, NY, 10010","Gastropubs, Izakaya, Bars"
Swoon Spaces,"None, New York, NY, 10128",Home Organization
Gottfried & Gottfried,"122 E 42nd St, New York, NY, 10168",Immigration Law
Murray's Cheese - Bleecker,"254 Bleecker St, New York, NY, 10014","Cheese Shops, Cheese Tasting Classes, Grocery"
Bonnie Slotnick Cookbooks,"28 E Second St, New York, NY, 10003",Bookstores
Boulton & Watt,"5 Ave A, New York, NY, 10009","American (New), Gastropubs, Comfort Food"
Yolanda Shoshana,"244 5th Ave, New York, NY, 10001","Supernatural Readings, Life Coach"
McNally Jackson,"52 Prince St, New York, NY, 10012",Bookstores
Mercer Street Books & Records,"206 Mercer St, New York, NY, 10012","Bookstores, Vinyl Records"
Oltarsh & Associates PC,"11 Park Pl, New York, NY, 10007",
Turntable Chicken Jazz,"20 W 33rd St, New York, NY, 10001","Chicken Wings, Korean, Gastropubs"
Richard Gambino Realtor,"188-13 Union Tpke, Fresh Meadows, NY, 11366","Real Estate Agents, Commercial Real Estate, Real Estate Services"
Baar Baar,"13 E 1st St, New York, NY, 10003","Gastropubs, Indian, Cocktail Bars"
Paradigm Interior Design,", New York, NY, 10024",Interior Design
Cooper & Cooper Real Estate,"1 Penn Plaza, New York, NY, 10119","Apartments, Real Estate Agents, Real Estate Services"
Ladurée Madison,"864 Madison Ave, New York, NY, 10021","Macarons, Patisserie/Cake Shop, Tea Rooms"
Magazine Cafe,"15 W 37th St, New York, NY, 10018","Newspapers & Magazines, Coffee & Tea, Cards & Stationery"
Piece of Cake Moving & Storage,"287 Park Ave S, New York, NY, 10010","Movers, Packing Supplies, Packing Services"
OnSpeedDating,"54 E 8th St, New York, NY, 10003",Matchmakers
New York Bartending School,"68 W 39th St, New York, NY, 10018",Bartending Schools
Interiors by Harriet,"None, Bronx, NY, 10469",Interior Design
Light and Shadow Filmmaking Workshops,"13 E 37th St, New York, NY, 10016",Video/Film Production
Foxy Fitness & Pole Training Studios,"355 7th Ave, New York, NY, 10001","Dance Studios, Pole Dancing Classes"
Rudy's Music,"461 Broome St, New York, NY, 10013",Musical Instruments & Teachers
Haymaker Bar and Kitchen,"252 W 29th St, New York, NY, 10001","Gastropubs, Beer Bar, Breakfast & Brunch"
Barrier Brewing Company,"3001 New St, Oceanside, NY, 11572",Breweries
Forbidden Planet,"832 Broadway, New York, NY, 10003","Toy Stores, Comic Books, Bookstores"
Five Dimes Brewery,"247 Westwood Ave, Westwood, NJ, 07675","Breweries, Lounges"
HandCraft Kitchen & Cocktails,"367 3rd Ave, New York, NY, 10016","Cocktail Bars, Gastropubs, Comfort Food"
Baccarat Hotel Grand Salon,"28 W 53rd St, New York, NY, 10019","Lounges, Venues & Event Spaces, Tea Rooms"
Argosy Book Store,"116 E 59th St, New York, NY, 10022","Antiques, Art Galleries, Bookstores"
Compact Disc Shoppe,"2601 Avenue U, Brooklyn, NY, 11229","Music & DVDs, Vinyl Records"
Hudson & Co,"3 2nd St, Jersey City, NJ, 07302","Gastropubs, American (New), Cocktail Bars"
Henry Public,"329 Henry St, Brooklyn, NY, 11201","Gastropubs, Burgers, Cocktail Bars"
Flex Tax and Consulting Group,"135 E 57th St, New York, NY, 10022","Tax Services, Accountants, Business Consulting"
Fashion Institute of Technology,"227 W 27th St, New York, NY, 10001",Colleges & Universities
"Science, Industry & Business Library","188 Madison Ave, New York, NY, 10016",Libraries
Win Restaurant Equipment & Supply,"318 Lafayette St, New York, NY, 10012",Restaurant Supplies
Showreels NYC,"1412 Broadway St, New York, NY, 10024","Video/Film Production, Videographers, Session Photography"
Red Tank Brewing Company,"77 Monmouth St, Red Bank, NJ, 07701",Breweries
Mega M,"2376 60th St, Brooklyn, NY, 11204",Marketing
SortSort,"463 Clinton Ave, Brooklyn, NY, 11238",Home Organization
Angelito Jusay Photography,", New York, NY, 10001","Video/Film Production, Event Photography, Session Photography"
moJoosh,"417 3rd St, Brooklyn, NY, 11215",Tea Rooms
The Queensboro,"80-02 Northern Blvd, Jackson Heights, NY, 11372","Gastropubs, American (New), Breakfast & Brunch"
Event Me / Get Invited,"3961 47th St, Sunnyside, NY, 11104","Marketing, Public Relations"
The Brew Inn,"924 Manhattan Ave, Brooklyn, NY, 11222","Gastropubs, Pubs"
Audio-Video Distributor,"28044 Center Oaks Ct, Wixom, MI, 48393",Home Theatre Installation
Housing Works Bookstore,"126 Crosby St, New York, NY, 10012","Bookstores, Venues & Event Spaces, Cafes"
French Institute Alliance Francaise FIAF,"22 E 60th St, New York, NY, 10022","Performing Arts, Language Schools"
Pearl River Mart,"452 Broadway, New York, NY, 10013","Fashion, Home Decor, Gift Shops"
Hex & Company,"1462 First Ave, New York, NY, 10075","Cocktail Bars, Gastropubs, Coffee & Tea"
Gotham Writers Workshop,"555 8th Ave, New York, NY, 10018",Specialty Schools
Van Movers NYC,"99 University Pl, Brooklyn, NY, 11201","Couriers & Delivery Services, Movers, Self Storage"
LeTip Of Bergen County,"431 Kinderkamack Rd, River Edge, NJ, 07661",Business Consulting
Idlewild Books,"617 Hudson St, New York, NY, 10014",Language Schools
Barak Locksmith,", Brooklyn, NY, 11211",Keys & Locksmiths
Working Media Group,"21 W 38th St, New York, NY, 10018","Advertising, Marketing"
Bello's Pub & Grill,"376 Market St, Newark, NJ, 07105","American (Traditional), Gastropubs"
New York Chinese School,"62 Mott St, New York, NY, 10013","Language Schools, Child Care & Day Care"
Barnes & Noble,"97 Warren St, New York, NY, 10007","Bookstores, Toy Stores, Tabletop Games"
Rizzoli Bookstore,"1133 Broadway, New York, NY, 10010",Bookstores
Bettertex Interiors,"450 Broadway, New York, NY, 10013","Shades & Blinds, Furniture Reupholstery"
Pageant Print Shop,"69 E 4th St, New York, NY, 10003","Antiques, Bookstores"
NYC Hoards,"79 39 Calamus Ave, New York, NY, 11373","Junk Removal & Hauling, Home Cleaning"
Cha-An,"230 E 9th St, New York, NY, 10003","Japanese, Tea Rooms, Desserts"
New York Public Library - Grand Central Library,"135 E 46th St, New York, NY, 10017",Libraries
RH New York,"9 9th Ave, New York, NY, 10014","Home Decor, Lighting Fixtures & Equipment, Furniture Stores"
Small Business Management Consulting,"436 7th St, Brooklyn, NY, 11215",Business Consulting
Cafe Con Libros,"724 Prospect Pl, Brooklyn, NY, 11216","Themed Cafes, Bookstores, Coffee & Tea"
Ballet Academy East,"1651 3rd Ave, New York, NY, 10128","Dance Schools, Kids Activities, Dance Studios"
Music Box School of Music,"9402 Fort Hamilton Pkwy, Brooklyn, NY, 11209","Musical Instruments & Teachers, Vocal Coach, Art Schools"
A-1 Interior Carpets,"1490 3rd Ave, New York, NY, 10028","Carpet Installation, Carpeting"
EplanetEwaste,"128 10th St, Brooklyn, NY, 11215",Home Cleaning
Collectrium,"6 West 48th St, New York, NY, 10036","Software Development, Business Consulting"
Freshworz,"924 Utica Ave, Brooklyn, NY, 11203",Handyman
Frank-Key Services,"97 Quintard St, Staten Island, NY, 10305",Keys & Locksmiths
NYU Kimmel Center for University Life,"60 Washington Sq S, New York, NY, 10012",Colleges & Universities
Sweet Brooklyn Bar And Grill,"608 Nostrand Ave, Brooklyn, NY, 11216","Gastropubs, American (Traditional), Breakfast & Brunch"
Top zone builders,"None, Queens, NY, 11419","Masonry/Concrete, Waterproofing, Siding"
Inside Voice with Jonathan Stancato,"150 W 28th St, Manhattan, NY, 10001","Vocal Coach, Speech Training, Life Coach"
BKC,"736 Bushwick Ave, Brooklyn, NY, 11221","Adult Education, Photography Stores & Services, Photography Classes"
Rambillo,"359 Smith St, Brooklyn, NY, 11231","Web Design, Advertising, Graphic Design"
Green Card Visa Lawyer,"750 3rd Ave, New York, NY, 10017",Immigration Law
Pembroke Room,"28 E 63rd St, New York, NY, 10065",Tea Rooms
Amorino Gelato,"60 University Pl, New York, NY, 10003","Gelato, Desserts, Macarons"
Turntable LP Bar & Karaoke,"34-36 W 32nd St, New York, NY, 10001","Korean, Chicken Wings, Gastropubs"
Basic Ballroom Dance Studio,"1128 Olympia Blvd, Staten Island, NY, 10306","Dance Studios, Dance Schools, Performing Arts"
Dexworks Repairs and Handyman Services,", Decatur, GA, 30032",Electricians
Barnes & Noble,"33 E 17th St, New York, NY, 10003","Bookstores, Tabletop Games, Gift Shops"
Sue Phillips Fragrance,"19 East 80th St, New York, NY, 10076","Specialty Schools, Perfume"
Mercedes Club,"550 W 54th St, New York, NY, 10019","Gyms, Trainers, Swimming Lessons/Schools"
Natures Finest Security,"543 Nostrand Ave, Brooklyn, NY, 11216",Security Services
Cut The Clutter,", New York, NY, 10128",Home Organization
Bookoff - New York,"49 W 45th St, New York, NY, 10036","Bookstores, Comic Books, Music & DVDs"
NY Minute Dating,"350 5th Ave, New York, NY, 10018",Matchmakers
Music Box School,"2634 Ocean Ave, Brooklyn, NY, 11229","Musical Instruments & Teachers, Art Classes, Dance Schools"
Supreme Kitchen & Bath,"485 Flushing Ave, Brooklyn, NY, 11205","Plumbing, Building Supplies, Home Decor"
Union Hall,"306 Sinatra Dr, Hoboken, NJ, 07030",Gastropubs
Jazz Record Center,"236 W 26th St, New York, NY, 10001","Music & DVDs, Vinyl Records"
Maxwell's Central Park,"1325 5th Ave, New York, NY, 10029","American (Traditional), Gastropubs, Breakfast & Brunch"
Kick Axe Throwing,"622 Degraw St, Brooklyn, NY, 11217","Bars, Axe Throwing, American (Traditional)"
The Jagan Law Firm,"115-12 Liberty Ave, Richmond Hill, NY, 11419","Immigration Law, Divorce & Family Law, Criminal Defense Law"
Benjamin Moore - J & B PAINT & WALLPAPER,"103-10 Metropolitan Ave, Forest Hills, NY, 11375","Paint Stores, Wallpapering"
Albertine Books in French and English,"972 5th Ave, New York, NY, 10075",Bookstores
Commonwealth,"90 Wythe Ave, Brooklyn, NY, 11211",Interior Design
La Cantina Heights,"4460 Broadway, New York, NY, 10040","American (New), Gastropubs, New Mexican Cuisine"
Namaste Bookshop,"2 W 14th St, New York, NY, 10011","Bookstores, Spiritual Shop"
Macaron Parlour,"44 Hester St, New York, NY, 10009","Bakeries, Macarons, Coffee & Tea"
European Kitchen Center,"125 Borinquen Pl, Brooklyn, NY, 11211","Interior Design, Cabinetry, Kitchen & Bath"
"Jay Simon, Esq","32 Court St, Brooklyn, NY, 11201",Bankruptcy Law
Generation Records,"210 Thompson St, New York, NY, 10012",Music & DVDs
Derek Smith Law Group,"1 Pennsylvania Plaza, New York, NY, 10119","Employment Law, Disability Law"
MyClean Cleaning Services,"247 West 35th St, New York, NY, 10001","Home Cleaning, Office Cleaning"
PolishMaid Service,"390 W End Ave, Manhattan, NY, 10023","Home Cleaning, Office Cleaning"
Fulton Supply & Hardware,"74 Fulton St, New York, NY, 10038","Keys & Locksmiths, Hardware Stores, TV Mounting"
QuickBooks Business Support and Training,"100 Church St, New York, NY, 10007","Business Consulting, Adult Education"
Albatross Global Solutions,"150 W 25th, New York, NY, 10001","Business Consulting, Marketing"
Archestratus,"160 Huron St, Brooklyn, NY, 11222","Bookstores, Venues & Event Spaces"
East Village Hats,"80 E 7th St, New York, NY, 10003","Hats, Art Classes"
PLITZS Fashion Marketing,"1444 Park Pl, Brooklyn, NY, 11213",Marketing
"Fine, Olin & Anderman, LLP","39 Broadway, New York, NY, 10006",Lawyers
Cleaning Service,", Brooklyn, NY, 11226",Home Cleaning
Louis Dressner Selections,"21 E 4th St, New York, NY, 10003","Beer, Wine & Spirits, Wholesalers"
View Master Home Inspections,"57 Feronia Way, Rutherford, NJ, 07070",Home Inspectors
Stem Lending,"101 Hudson St, Jersey City, NJ, 07302",Mortgage Brokers
192 Books,"192 10th Ave, New York, NY, 10011",Bookstores
Bellocq Tea Atelier,"104 West St, Brooklyn, NY, 11222",Tea Rooms
App Academy NYC,"90 5th Ave New York, New York, NY, 10011",Vocational & Technical School
Clutter Moving & Storage - New York,", New York, NY, 10014","Self Storage, Movers, Packing Supplies"
Jones Wood Foundry,"401 E 76th St, New York, NY, 10021","British, Gastropubs"
Forest Hills Station House,"106-11 71st Ave, Forest Hills, NY, 11375","Gastropubs, Cocktail Bars, Beer Bar"
Laura Day,", New York, NY, 10013",Business Consulting
Genius Organizing,", Brooklyn, NY, 11215",Home Organization
Complete Tile Collection,"8 Orono St, Clifton, NJ, 07013",Flooring
Cricket Hill Brewing,"24 Kulick Rd, Fairfield, NJ, 07004",Breweries
The Brooklyner Apartments,"111 Lawrence St, Brooklyn, NY, 11201",Apartments
Prince Tea House,"6122 7th Ave, Brooklyn, NY, 11220","Desserts, Tea Rooms, Sandwiches"
Actually Organized,"None, New York, NY, 10001",Home Organization
The Law Offices of Grinberg & Segal,"11 Hanover Sq, New York, NY, 10005",Immigration Law
Air's,"127 Macdougal St, New York, NY, 10012","Champagne Bars, Seafood"
The Champagne Bar,"Fifth Avenue At Central Park S, New York, NY, 10019","Champagne Bars, Seafood, Tapas/Small Plates"
Flute Midtown,"205 W 54th St, New York, NY, 10019","Lounges, Champagne Bars, Speakeasies"
The Living Room,"153 West 57th St, New York, NY, 10019",Lounges
The Top of the Standard,"848 Washington St, New York, NY, 10014","Lounges, Dance Clubs"
Cafe De L'Enfer,"95 Avenue A, New York, NY, 10009",Champagne Bars
Loopy Doopy Rooftop Bar,"102 N End Ave, New York, NY, 10282","Lounges, Cocktail Bars"
Haven Rooftop,"132 W 47th St, New York, NY, 10036","Lounges, American (Traditional), Cocktail Bars"
The Campbell,"15 Vanderbilt Ave, New York, NY, 10017","Cocktail Bars, Lounges"
Clover Club,"210 Smith St, Brooklyn, NY, 11201","Lounges, American (Traditional), Cocktail Bars"
Gabriel Kreuther,"41 W 42nd St, New York, NY, 10036","Lounges, French"
Le Bernardin,"155 W 51st St, New York, NY, 10019","French, Lounges"
Elsie Rooftop,"1412 Broadway, New York, NY, 10018","Lounges, Cocktail Bars"
Monarch Rooftop,"71 W 35th St, New York, NY, 10001","Lounges, Venues & Event Spaces, Cocktail Bars"
King Cole Bar,"2 E 55th St, New York, NY, 10022",Lounges
The Delancey,"168 Delancey St, New York, NY, 10002","Lounges, Dance Clubs"
Shake Rattle N Roll Pianos,"320 West 36th St, New York, NY, 10018","Music Venues, Piano Bars"
Cove Lounge,"325 Malcolm X Blvd, New York, NY, 10027","Lounges, Venues & Event Spaces"
PHD Terrace at Dream Midtown,"210 W 55th St, New York City, NY, 10019","Lounges, Cocktail Bars, Venues & Event Spaces"
The Bar Downstairs and Kitchen,"485 5th Ave, New York, NY, 10017","Lounges, Tapas/Small Plates, Cocktail Bars"
Lot45,"411 Troutman St, Brooklyn, NY, 11237","Lounges, Cocktail Bars, American (New)"
R Lounge at Two Times Square,"Two Times Square, 714 Seventh Avenue at W. 48th Street, New York, NY, 10036","Lounges, Steakhouses, American (Traditional)"
Bar 13,"121 University Pl, New York, NY, 10003","Lounges, Venues & Event Spaces"
Stingray Lounge,"1210 Washington St, Uptown Hoboken, NJ, 07030","Seafood, Cocktail Bars, Lounges"
Parkside Lounge,"317 E Houston St, New York, NY, 10002","Music Venues, Lounges, Cocktail Bars"
Dutch Kills,"27-24 Jackson Ave, Long Island City, NY, 11101","Lounges, Cocktail Bars"
48 Lounge,"1221 Avenue Of The Americas, New York, NY, 10020","Lounges, Venues & Event Spaces"
SoHo Room,"203 Spring St, New York, NY, 10012","American (Traditional), Lounges, Sports Bars"
Jimmy,"15 Thompson St, New York, NY, 10013","Lounges, American (New), Cocktail Bars"
Naresa Lounge,"116-14 Rockaway Blvd, South Ozone Park, NY, 11420","Music Venues, Champagne Bars, Lounges"
PHD Rooftop Lounge at Dream Downtown,"355 W 16th St, New York City, NY, 10011","Lounges, Dance Clubs"
Bowery Electric,"327 Bowery St, New York, NY, 10003","Lounges, Music Venues, Dance Clubs"
Vetro Restaurant & Lounge,"164-49 Crossbay Blvd, Howard Beach, NY, 11414","Italian, Lounges, Venues & Event Spaces"
Ventanas Restaraunt and Lounge,"200 Park Ave, Fort Lee, NJ, 07024","Cuban, Lounges, Asian Fusion"
SoHo Cigar Bar,"32 Watts St, New York, NY, 10013","Lounges, Cocktail Bars, Tobacco Shops"
The Standard Grill,"848 Washington St, New York, NY, 10014","American (Traditional), Lounges, Diners"
Taj Lounge,"48 W 21st St, New York, NY, 10010","Lounges, Venues & Event Spaces, Dance Clubs"
Mazaar Lounge,"137 Essex St, New York, NY, 10002",Lounges
The View Restaurant & Lounge,"1535 Broadway, New York, NY, 10036","Lounges, American (New)"
Lucky Jack's,"129 Orchard St, New York, NY, 10002","Lounges, Venues & Event Spaces, Cocktail Bars"
Cozy Cafe,"43 E 1st St, New York, NY, 10003","Hookah Bars, Lounges"
Townhouse Piano Bar of NYC,"236 E 58th St, New York, NY, 10022","Gay Bars, Piano Bars"
Marquee New York,"289 10th Ave, New York, NY, 10001","Dance Clubs, Lounges"
Chocolat Restaurant & Bar,"2223 Frederick Douglass Blvd, New York, NY, 10026","American (New), Lounges, Comfort Food"
Fushimi Bay Ridge,"9316 4th Ave, Brooklyn, NY, 11209","Sushi Bars, Japanese, Lounges"
Fushimi Williamsburg,"475 Driggs Ave, Brooklyn, NY, 11211","Japanese, Lounges"
Iron Bar & Lounge,"713 8th Ave, New York, NY, 10036","Lounges, Hookah Bars, Venues & Event Spaces"
The VNYL,"100 3rd Ave, New York, NY, 10003","Lounges, Cocktail Bars"
Salon de Ning,"700 5th Ave, New York, NY, 10019","Lounges, Cocktail Bars"
Mesita,"212 Merrick Rd, Rockville Centre, NY, 11570","Mexican, Lounges"
Spot Karaoke & Lounge,"34 W 32nd St, New York, NY, 10001","Karaoke, Lounges, Venues & Event Spaces"
Red Oak,"8305 3rd Ave, Brooklyn, NY, 11209","American (New), Hookah Bars, Lounges"
The DL,"95 Delancey St, New York, NY, 10002","American (New), Lounges"
MK Karaoke,"11 W 32nd St, New York, NY, 10001","Karaoke, Lounges"
Los Cristales Shots Bar,"409 21st Ave, Paterson, NJ, 07513","Lounges, Sports Bars"
40/40 Club,"6 W 25th St, New York, NY, 10010","Sports Bars, Lounges, Venues & Event Spaces"
The Ainsworth - Chelsea,"122 W 26th St, New York, NY, 10001","Sports Bars, American (Traditional), Lounges"
Marina Cafe,"154 Mansion Ave, Staten Island, NY, 10308","Italian, Seafood, Lounges"
Davidoff of Geneva Since 1911,"225 Liberty St, New York, NY, 10281",Tobacco Shops
Cibar,"56 Irving Pl, New York, NY, 10003",Lounges
Club Macanudo,"26 E 63rd St, New York, NY, 10021","Lounges, Cigar Bars"
Merchant's Cigar Bar,"1125 1st Ave, New York, NY, 10065",Cigar Bars
Rex Club,"126 Pearl St, New York, NY, 10005","Cigar Bars, Tobacco Shops"
Davidoff of Geneva Since 1911,"1390 Ave Of The Americas, New York, NY, 10019",Tobacco Shops
Blew Smoke,"593 Washington Ave, Brooklyn, NY, 11238",Cigar Bars
Brandy Library,"25 N Moore St, New York, NY, 10013","American (New), Lounges, Wine Bars"
Casa de Montecristo,"1016 2nd Ave, New York, NY, 10022","Tobacco Shops, Cigar Bars, Lounges"
Harlem Cigar Room ,"3456 Broadway, New York, NY, 10031",Cigar Bars
Smoke Shop N Cigars Vapeology101,"618 Metropolitan Ave, Brooklyn, NY, 11211","Tobacco Shops, Head Shops, Cigar Bars"
Cigarville,"51 W 14th St, New York, NY, 10011",Tobacco Shops
Havana Dreams Cigar Lounge,"63-10 Woodhaven Blvd, Rego Park, NY, 11374","Tobacco Shops, Cigar Bars"
Havana On the Hudson Cigars & Boutique Lounge,"500 Ave At Prt Imperial, Weehawken, NJ, 07086",Tobacco Shops
The Upstairs Cigar Lounge,"12 Willow St, Bloomfield, NJ, 07003","Hookah Bars, Lounges"
Randolph's Bar & Lounge,"65 W 54th St, New York, NY, 10019","Lounges, American (New)"
St. Cloud,"6 Times Square, New York, NY, 10036","Cocktail Bars, Lounges"
Davidoff of Geneva Since 1911,"515 Madison Ave, New York, NY, 10022",Tobacco Shops
Sofia,"36 Engle St, Englewood, NJ, 07631","Lounges, Steakhouses, Italian"
Smoke N Ashes,"200 Walraven Dr, Teaneck, NJ, 07666","Sports Bars, Cigar Bars, Venues & Event Spaces"
Harry's Habana Hut,"214-09 41st Ave, Bayside, NY, 11361",Tobacco Shops
Martinez Handmade Cigars,"171 W 29th St, New York, NY, 10001",Tobacco Shops
The Cave Cigar Lounge,"1425 McCarter Hwy, Newark, NJ, 07104",Cigar Bars
Papa Juan Cigar Room Bronx,"886 Gerard Ave, Bronx, NY, 10452","Tobacco Shops, Lounges"
The Crowne Cigar Lounge,"63 Troy Ave, Brooklyn, NY, 11213",Cigar Bars
Battello,"502 Washington Blvd, Jersey City, NJ, 07310","Italian, Seafood, Lounges"
Sky Tobacco,"344 Grove St, Jersey City, NJ, 07302",Tobacco Shops
Maduro Cigar Lounge,"1969 Southern Blvd, New York, NY, 10460","Cigar Bars, Tobacco Shops"
Lea Wine Bar,"230 Park Ave, New York, NY, 10169","Wine Bars, Lounges, Tapas/Small Plates"
Leafs Cigar Lounge,"185 Madison Ave, New Milford, NJ, 07646","Tobacco Shops, Cigar Bars"
Sticks Cigars,"1513 Main St, Rahway, NJ, 07065","Cigar Bars, Tobacco Shops, Venues & Event Spaces"
Fumé Cigar Shop & Lounge,"415 Bloomfield Ave, Montclair, NJ, 07042",Tobacco Shops
Mane Street Cigar & Lounge,"53 Main St, Woodbridge, NJ, 07095",Cigar Bars
Doc James Cigar Lounge,"133 E Prospect Ave, Mamaroneck, NY, 10543","Tobacco Shops, Lounges, Vape Shops"
The Grand H Cigar Club,"436 Harrison Ave, Harrison, NJ, 07029",Cigar Bars
Casa de Montecristo,"184 Rt 17 N, Paramus, NJ, 07652","Tobacco Shops, Cigar Bars, Lounges"
Empire Smoke Shop,"57 1st Ave, Manhattan, NY, 10003","Vape Shops, Tobacco Shops, Beer Bar"
Montecristo Lounge,"125 N Kinderkamack Rd, Montvale, NJ, 07645",Cigar Bars
67 Orange Street,"2082 Frederick Douglas Blvd, New York, NY, 10026","Lounges, Cocktail Bars, Speakeasies"
Conquistador Cigar Parlor,"2417 Coney Island Ave, Brooklyn, NY, 11223","Tobacco Shops, Cigar Bars"
Lehman Cigars,"388A Bedford Park Blvd, Jerome Park, NY, 10458",Cigar Bars
Smoke and Mirrors Cigar Lounge,"614 Fenimore Rd, Mamaroneck, NY, 10543","Tobacco Shops, Cigar Bars"
Fanatix Cigar House,"20 Essex St, Lodi, NJ, 07644",Tobacco Shops
The Cigar Republic Store & Lounge,"133 East Main St, Elmsford, NY, 10523",Tobacco Shops
Arabesque,"4 E 36th St, New York, NY, 10016","Mediterranean, Moroccan, Hookah Bars"
La Casa Del Tobacco by Rudy,"86 S Long Beach Rd, Rockville Centre, NY, 11570",Tobacco Shops
Maxis Cigar Lounge,"749 Hempstead Turnpike, Franklin Square, NY, 11010","Tobacco Shops, Cigar Bars"
Matador Cigars,"38 Lincoln Ave, Roslyn Heights, NY, 11577",Tobacco Shops
C&T’s Signature Cigars,"717 W Grand Ave, Rahway, NJ, 07065","Cigar Bars, Tobacco Shops"
Railroad Cigars,"188 Pulaski St, Newark, NJ, 07105",Tobacco Shops
Habana Hut Station,"45C Atlantic Ave, Lynbrook, NY, 11563",Tobacco Shops
The Tobacco Shop of Ridgewood,"10 Chestnut St, Ridgewood, NJ, 07450",Tobacco Shops
Le Malt Royale,"22 West Front St, Red Bank, NJ, 07701","Social Clubs, Lounges"
Jimenez Tobacco,"31 Liberty St, Newark, NJ, 07102","Tobacco Shops, Lounges, Cocktail Bars"
Stikz Cigar Lounge,"324 Dodd St, East Orange, NJ, 07017","Tobacco Shops, Lounges"
Havana's Cigar Vault,"481 Franklin Ave, Nutley, NJ, 07110","Tobacco Shops, Cigar Bars"
Le Malt Lounge,"1021 Saint Georges Ave, Colonia, NJ, 07067","Tapas Bars, Lounges, Modern European"
Casa Hispaniola,"126 Engle St, Englewood, NJ, 07631",Tobacco Shops
Hoboken Cigars,"77 River St, Hoboken, NJ, 07030",Tobacco Shops
Casa del Tabaco,"608 Broadway, Newark, NJ, 07104",Cigar Bars
Master Piece Smoke Shop,"130 India St, Brooklyn, NY, 11222","Tobacco Shops, Vape Shops, Head Shops"
Fume 46,"235 US-46, Fairfield, NJ, 07004","Lounges, Cigar Bars"
The Leaf Joint,"391 Central Ave, Jersey City, NJ, 07307","Vape Shops, Hookah Bars, Cigar Bars"
Smokers Delight,"1053 Stuyvesant Ave, Union, NJ, 07083",Tobacco Shops
Richards House of Cigars,"41 Ridgefield Ave, Ridgefield Park, NJ, 07660","Tobacco Shops, Cigar Bars"
Puff & Stuff,"21 North Ave E, Cranford, NJ, 07016",Tobacco Shops
Beer Cave,"21-10 30th Ave, New York, NY, 11102","Beer, Wine & Spirits, Convenience Stores, Tobacco Shops"
Smoke N Vape,"644 9th Ave, Manhattan, NY, 10036","Tobacco Shops, Vape Shops, Head Shops"
Maestros Cigars,"769 Yonkers Ave, Yonkers, NY, 10704","Cigar Bars, Lounges"
Smoke Scene,"786 9th Ave, New York, NY, 10019","Tobacco Shops, Vape Shops"
Status Lounge,"41 Congress St, Newark, NJ, 07105","Hookah Bars, Tobacco Shops"
Eliot Convenience & Smoke,"84-54 Eliot Ave, Queens, NY, 11379","Convenience Stores, Tobacco Shops, Vape Shops"
DR Smoke,"29-23 Astoria Blvd, Queens, NY, 11102","Tobacco Shops, Head Shops, Vape Shops"
The Humidor,"9212 3rd Ave, Brooklyn, NY, 11209",Tobacco Shops
Total Wine & More,"1001 Main St, River Edge, NJ, 07661","Beer, Wine & Spirits, Tobacco Shops"
Hillside Cigar Shop,"338 Hillside Ave, Williston Park, NY, 11596","Tobacco Shops, Vape Shops"
Total Wine & More,"495 Prospect Ave, West Orange, NJ, 07052","Beer, Wine & Spirits, Tobacco Shops"
